product,type,quantity,selling_price,cost_price,shipping,fees,date,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Bluetooth Speaker,sale,2.0,3361.2569018336294,2326.0,19.0,67.22513803667259,17-02-2023,,,,
Mechanical Keyboard,sale,3.0,3097.999697159354,1748.0,46.0,61.95999394318709,14-04-2023,,,,
Noise Cancelling Headphones,sale,1.0,4844.306868314438,3423.0,13.0,96.88613736628876,02-04-2023,,,,
USB-C Hub,sale,4.0,3029.178415268213,1965.0,23.0,60.58356830536426,08-11-2023,,,,
Bluetooth Speaker,sale,1.0,1716.054126106003,1013.0,37.0,34.32108252212006,26-11-2023,,,,
Bluetooth Speaker,sale,2.0,5404.5157508240345,3438.0,36.0,108.09031501648069,17-09-2023,,,,
Gaming Monitor,sale,4.0,1514.9680293050037,959.0,11.0,30.299360586100075,20-04-2023,,,,
Wireless Mouse,purchase,63.0,0.0,3886.0,27.0,0.0,12-05-2023,,,,
Mechanical Keyboard,purchase,40.0,0.0,957.0,147.0,0.0,19-03-2023,,,,
Noise Cancelling Headphones,sale,4.0,1829.5161538281213,1166.0,48.0,36.59032307656243,19-10-2023,,,,
External SSD,purchase,83.0,0.0,2084.0,131.0,0.0,18-06-2023,,,,
Ethernet Adapter,sale,3.0,7083.435049314492,4449.0,41.0,141.66870098628985,30-01-2023,,,,
Wireless Mouse,sale,4.0,2750.975545396586,2054.0,30.0,55.01951090793172,02-01-2023,,,,
Laptop Stand,sale,3.0,962.2456648894877,696.0,25.0,19.244913297789754,17-06-2023,,,,
Bluetooth Speaker,sale,1.0,7681.053093783326,4343.0,34.0,153.62106187566653,27-01-2023,,,,
External SSD,sale,1.0,2556.5417397128463,2100.0,36.0,51.13083479425693,25-09-2023,,,,
USB-C Hub,sale,1.0,3388.965556787425,2169.0,47.0,67.7793111357485,14-10-2023,,,,
Webcam,sale,3.0,7019.322507279482,4989.0,29.0,140.38645014558963,06-02-2023,,,,
Webcam,purchase,40.0,0.0,1434.0,137.0,0.0,04-09-2023,,,,
Webcam,sale,1.0,2762.6565852007398,1984.0,49.0,55.2531317040148,20-06-2023,,,,
Mechanical Keyboard,purchase,42.0,0.0,2077.0,95.0,0.0,28-12-2023,,,,
Noise Cancelling Headphones,purchase,32.0,0.0,2902.0,108.0,0.0,24-08-2023,,,,
Noise Cancelling Headphones,sale,3.0,1682.3786913829488,1254.0,6.0,33.647573827658974,09-01-2023,,,,
Laptop Stand,purchase,12.0,0.0,4016.0,97.0,0.0,21-05-2023,,,,
Bluetooth Speaker,sale,3.0,3539.1230236823117,2546.0,17.0,70.78246047364624,06-12-2023,,,,
USB-C Hub,sale,1.0,4781.287333711076,3882.0,11.0,95.62574667422152,13-06-2023,,,,
External SSD,sale,4.0,6438.691441089145,4418.0,14.0,128.7738288217829,26-05-2023,,,,
USB-C Hub,sale,4.0,5648.595942959536,3300.0,30.0,112.97191885919072,12-10-2023,,,,
USB-C Hub,purchase,58.0,0.0,2887.0,134.0,0.0,05-06-2023,,,,
USB-C Hub,purchase,40.0,0.0,4820.0,61.0,0.0,15-10-2023,,,,
Wireless Mouse,sale,2.0,6893.434344029066,3963.0,39.0,137.86868688058132,14-01-2023,,,,
Ethernet Adapter,sale,4.0,4012.3789352665117,3177.0,6.0,80.24757870533024,16-06-2023,,,,
Gaming Monitor,purchase,84.0,0.0,2682.0,46.0,0.0,10-07-2023,,,,
External SSD,sale,4.0,6325.734281275076,4409.0,34.0,126.51468562550151,15-04-2023,,,,
USB-C Hub,purchase,94.0,0.0,1202.0,130.0,0.0,28-08-2023,,,,
Bluetooth Speaker,purchase,72.0,0.0,680.0,97.0,0.0,20-02-2023,,,,
Wireless Mouse,sale,3.0,1811.1825843949437,1153.0,26.0,36.22365168789887,06-09-2023,,,,
Webcam,sale,1.0,5623.986146477342,3763.0,32.0,112.47972292954684,02-05-2023,,,,
Noise Cancelling Headphones,purchase,62.0,0.0,3486.0,118.0,0.0,13-11-2023,,,,
Ethernet Adapter,sale,4.0,4957.633769186354,3412.0,9.0,99.15267538372707,08-12-2023,,,,
Mechanical Keyboard,sale,4.0,1953.9861350914316,1116.0,11.0,39.079722701828636,29-06-2023,,,,
Gaming Monitor,purchase,65.0,0.0,4498.0,119.0,0.0,03-02-2023,,,,
USB-C Hub,sale,2.0,1154.6359056036088,714.0,49.0,23.092718112072177,16-11-2023,,,,
Bluetooth Speaker,sale,3.0,2789.4807816234243,1951.0,49.0,55.78961563246849,16-07-2023,,,,
Webcam,purchase,37.0,0.0,2856.0,20.0,0.0,28-09-2023,,,,
Wireless Mouse,purchase,66.0,0.0,3747.0,34.0,0.0,01-09-2023,,,,
Webcam,sale,1.0,2186.297866421444,1311.0,36.0,43.725957328428876,26-08-2023,,,,
External SSD,purchase,6.0,0.0,2309.0,64.0,0.0,15-12-2023,,,,
Ethernet Adapter,sale,2.0,7596.564447247482,4977.0,18.0,151.93128894494964,16-09-2023,,,,
USB-C Hub,sale,1.0,4792.844968855405,3897.0,6.0,95.85689937710809,17-09-2023,,,,
Bluetooth Speaker,sale,4.0,4028.7130206187608,2506.0,5.0,80.57426041237521,04-02-2023,,,,
Gaming Monitor,sale,2.0,3710.7795656269186,2494.0,32.0,74.21559131253838,03-12-2023,,,,
Bluetooth Speaker,sale,4.0,5288.015357345194,3721.0,40.0,105.76030714690388,16-02-2023,,,,
Bluetooth Speaker,sale,2.0,7514.800459792795,4922.0,45.0,150.2960091958559,31-01-2023,,,,
Noise Cancelling Headphones,sale,3.0,2261.70105166936,1350.0,31.0,45.2340210333872,12-12-2023,,,,
External SSD,purchase,71.0,0.0,1593.0,49.0,0.0,31-01-2023,,,,
USB-C Hub,sale,1.0,5970.275763072679,3643.0,32.0,119.40551526145359,01-02-2023,,,,
Ethernet Adapter,sale,4.0,5990.661961328436,4063.0,25.0,119.81323922656871,30-08-2023,,,,
Ethernet Adapter,sale,3.0,4005.302092826185,3183.0,10.0,80.1060418565237,16-03-2023,,,,
Bluetooth Speaker,sale,3.0,4412.142152914601,2561.0,27.0,88.24284305829202,31-08-2023,,,,
Bluetooth Speaker,purchase,44.0,0.0,896.0,82.0,0.0,20-05-2023,,,,
Mechanical Keyboard,sale,2.0,1342.9405539009401,1059.0,23.0,26.858811078018803,08-09-2023,,,,
Mechanical Keyboard,sale,2.0,2354.001399937931,1593.0,10.0,47.080027998758624,27-03-2023,,,,
External SSD,sale,1.0,5238.669074665949,3119.0,17.0,104.77338149331898,16-03-2023,,,,
Wireless Mouse,sale,3.0,3378.128959541522,2451.0,19.0,67.56257919083043,09-08-2023,,,,
Wireless Mouse,sale,1.0,2801.0407840504386,1705.0,35.0,56.02081568100877,28-10-2023,,,,
Webcam,purchase,97.0,0.0,627.0,145.0,0.0,20-09-2023,,,,
Mechanical Keyboard,sale,2.0,5808.940002797018,3394.0,14.0,116.17880005594036,26-10-2023,,,,
Wireless Mouse,purchase,83.0,0.0,4833.0,133.0,0.0,29-10-2023,,,,
Ethernet Adapter,purchase,48.0,0.0,1850.0,66.0,0.0,11-08-2023,,,,
Noise Cancelling Headphones,sale,3.0,1505.1047251077139,871.0,43.0,30.102094502154277,29-10-2023,,,,
Webcam,sale,3.0,6743.862297981014,4304.0,21.0,134.8772459596203,17-04-2023,,,,
Bluetooth Speaker,sale,2.0,6274.370757107732,4699.0,7.0,125.48741514215465,28-12-2023,,,,
Gaming Monitor,sale,1.0,5335.225365403397,4294.0,33.0,106.70450730806793,12-01-2023,,,,
Ethernet Adapter,sale,4.0,904.5772200623738,618.0,14.0,18.09154440124748,09-01-2023,,,,
Noise Cancelling Headphones,purchase,75.0,0.0,4213.0,72.0,0.0,03-12-2023,,,,
Ethernet Adapter,purchase,27.0,0.0,4694.0,34.0,0.0,17-09-2023,,,,
Wireless Mouse,purchase,21.0,0.0,3175.0,45.0,0.0,25-08-2023,,,,
Wireless Mouse,sale,2.0,3552.49144929257,2448.0,39.0,71.0498289858514,19-07-2023,,,,
Noise Cancelling Headphones,sale,2.0,5074.803396495346,3788.0,9.0,101.49606792990691,14-11-2023,,,,
Webcam,sale,1.0,2842.917396083265,1976.0,8.0,56.8583479216653,12-06-2023,,,,
External SSD,sale,3.0,3789.071284684099,2629.0,35.0,75.78142569368198,24-04-2023,,,,
Wireless Mouse,sale,4.0,6927.962515876573,4391.0,15.0,138.55925031753145,14-05-2023,,,,
USB-C Hub,purchase,86.0,0.0,4727.0,113.0,0.0,14-10-2023,,,,
Webcam,sale,3.0,1273.6972513067806,906.0,28.0,25.473945026135613,29-03-2023,,,,
Webcam,sale,2.0,6541.1466068273685,4213.0,24.0,130.82293213654737,08-08-2023,,,,
USB-C Hub,sale,3.0,4957.2558229552205,3108.0,34.0,99.14511645910441,13-08-2023,,,,
Wireless Mouse,purchase,16.0,0.0,3688.0,137.0,0.0,26-05-2023,,,,
Mechanical Keyboard,purchase,5.0,0.0,2393.0,77.0,0.0,22-10-2023,,,,
Bluetooth Speaker,sale,2.0,2008.105453133946,1208.0,36.0,40.16210906267892,01-11-2023,,,,
Mechanical Keyboard,sale,3.0,6285.218289040305,3503.0,10.0,125.7043657808061,26-03-2023,,,,
Laptop Stand,sale,1.0,2338.6481101501336,1714.0,37.0,46.77296220300267,10-12-2023,,,,
Wireless Mouse,purchase,48.0,0.0,2530.0,131.0,0.0,02-08-2023,,,,
Wireless Mouse,sale,3.0,6361.172929700777,4845.0,32.0,127.22345859401554,26-03-2023,,,,
Noise Cancelling Headphones,purchase,72.0,0.0,1430.0,49.0,0.0,15-08-2023,,,,
Ethernet Adapter,sale,1.0,3421.381004830618,2407.0,13.0,68.42762009661236,22-09-2023,,,,
USB-C Hub,sale,2.0,5338.202208869488,4232.0,27.0,106.76404417738975,09-12-2023,,,,
Noise Cancelling Headphones,purchase,73.0,0.0,4120.0,73.0,0.0,21-01-2023,,,,
Noise Cancelling Headphones,sale,1.0,2678.5865943485232,1881.0,7.0,53.57173188697047,21-01-2023,,,,
Wireless Mouse,sale,2.0,5342.439902201179,3606.0,23.0,106.8487980440236,24-09-2023,,,,
Wireless Mouse,sale,4.0,1058.4217809727759,845.0,22.0,21.16843561945552,04-12-2023,,,,
USB-C Hub,sale,4.0,6314.532290534588,4812.0,42.0,126.29064581069177,18-03-2023,,,,
Noise Cancelling Headphones,sale,1.0,764.0975353227559,569.0,22.0,15.281950706455119,23-01-2023,,,,
Laptop Stand,sale,3.0,3629.2893041139355,2139.0,14.0,72.58578608227872,20-02-2023,,,,
Bluetooth Speaker,purchase,7.0,0.0,3049.0,93.0,0.0,12-02-2023,,,,
Ethernet Adapter,sale,2.0,2975.971555723676,1781.0,25.0,59.51943111447352,28-07-2023,,,,
Webcam,purchase,68.0,0.0,2954.0,106.0,0.0,31-03-2023,,,,
Laptop Stand,sale,1.0,6110.855616223592,4801.0,25.0,122.21711232447184,23-11-2023,,,,
Webcam,sale,4.0,2639.302145848236,2143.0,7.0,52.78604291696472,01-12-2023,,,,
USB-C Hub,sale,4.0,1023.4065312044085,649.0,17.0,20.468130624088168,27-10-2023,,,,
Gaming Monitor,sale,1.0,6985.626251109202,4435.0,37.0,139.71252502218405,30-07-2023,,,,
Bluetooth Speaker,sale,4.0,954.2516817660552,688.0,31.0,19.085033635321103,02-05-2023,,,,
External SSD,sale,3.0,2736.69803721324,1650.0,23.0,54.7339607442648,14-01-2023,,,,
Wireless Mouse,sale,3.0,2017.6613867457534,1128.0,23.0,40.353227734915066,01-10-2023,,,,
Laptop Stand,sale,2.0,3625.265344172882,2498.0,24.0,72.50530688345765,14-08-2023,,,,
Ethernet Adapter,sale,1.0,5634.733762113319,4222.0,28.0,112.69467524226638,11-10-2023,,,,
Wireless Mouse,purchase,53.0,0.0,4407.0,75.0,0.0,21-11-2023,,,,
Noise Cancelling Headphones,purchase,16.0,0.0,2541.0,99.0,0.0,05-07-2023,,,,
Ethernet Adapter,sale,1.0,5980.826063683937,4860.0,27.0,119.61652127367874,28-07-2023,,,,
Wireless Mouse,sale,2.0,6117.049959167598,4360.0,37.0,122.34099918335197,06-04-2023,,,,
Webcam,purchase,97.0,0.0,516.0,26.0,0.0,31-03-2023,,,,
Ethernet Adapter,purchase,69.0,0.0,1715.0,15.0,0.0,13-08-2023,,,,
Noise Cancelling Headphones,sale,2.0,5676.2466165071955,3374.0,31.0,113.52493233014391,29-01-2023,,,,
USB-C Hub,sale,2.0,8073.27198650904,4686.0,38.0,161.4654397301808,26-03-2023,,,,
Ethernet Adapter,sale,4.0,4139.927093773628,3105.0,8.0,82.79854187547257,29-12-2023,,,,
Webcam,purchase,92.0,0.0,3748.0,88.0,0.0,17-01-2023,,,,
Ethernet Adapter,sale,4.0,4272.199200508828,3136.0,12.0,85.44398401017655,30-01-2023,,,,
Laptop Stand,sale,2.0,3294.156839366404,2640.0,24.0,65.88313678732808,06-07-2023,,,,
Ethernet Adapter,purchase,50.0,0.0,1162.0,92.0,0.0,27-01-2023,,,,
Webcam,purchase,48.0,0.0,1292.0,27.0,0.0,17-07-2023,,,,
External SSD,purchase,56.0,0.0,3282.0,46.0,0.0,24-10-2023,,,,
Webcam,purchase,45.0,0.0,2583.0,57.0,0.0,17-11-2023,,,,
Mechanical Keyboard,purchase,67.0,0.0,1089.0,48.0,0.0,17-10-2023,,,,
Ethernet Adapter,sale,3.0,2934.455182962327,1746.0,37.0,58.68910365924654,02-10-2023,,,,
Webcam,purchase,8.0,0.0,3456.0,13.0,0.0,05-11-2023,,,,
Laptop Stand,sale,2.0,3670.3475186615433,2759.0,19.0,73.40695037323087,05-12-2023,,,,
Webcam,purchase,78.0,0.0,997.0,48.0,0.0,27-06-2023,,,,
Laptop Stand,sale,2.0,5504.568422647766,3787.0,8.0,110.09136845295532,11-11-2023,,,,
USB-C Hub,sale,3.0,3473.910394267632,2000.0,23.0,69.47820788535265,03-11-2023,,,,
Webcam,sale,2.0,5944.646715424286,4780.0,31.0,118.89293430848574,08-04-2023,,,,
Mechanical Keyboard,sale,3.0,1354.7901878082769,1084.0,10.0,27.095803756165537,04-02-2023,,,,
Noise Cancelling Headphones,purchase,31.0,0.0,2931.0,129.0,0.0,08-12-2023,,,,
External SSD,purchase,70.0,0.0,4639.0,131.0,0.0,07-02-2023,,,,
USB-C Hub,sale,2.0,5864.400585855179,3666.0,47.0,117.28801171710359,21-12-2023,,,,
Noise Cancelling Headphones,sale,2.0,2260.850192633619,1259.0,16.0,45.21700385267238,18-04-2023,,,,
USB-C Hub,sale,1.0,6246.444100724288,3476.0,29.0,124.92888201448575,02-10-2023,,,,
Bluetooth Speaker,sale,2.0,1647.70455042521,1286.0,48.0,32.9540910085042,07-05-2023,,,,
Wireless Mouse,purchase,48.0,0.0,2566.0,137.0,0.0,07-08-2023,,,,
Gaming Monitor,sale,3.0,1481.7770003715686,969.0,40.0,29.635540007431374,18-10-2023,,,,
External SSD,sale,2.0,621.9018660362281,508.0,41.0,12.438037320724561,15-04-2023,,,,
Ethernet Adapter,sale,3.0,5135.608131565716,3782.0,26.0,102.71216263131431,28-07-2023,,,,
Ethernet Adapter,sale,4.0,4462.420563520061,3678.0,14.0,89.2484112704012,01-05-2023,,,,
Wireless Mouse,sale,3.0,2331.6095578145682,1609.0,7.0,46.63219115629136,21-05-2023,,,,
Laptop Stand,sale,1.0,6320.577905859785,4012.0,46.0,126.4115581171957,08-02-2023,,,,
Laptop Stand,sale,3.0,2856.8172166749723,1753.0,49.0,57.136344333499444,04-04-2023,,,,
Ethernet Adapter,purchase,43.0,0.0,3635.0,13.0,0.0,29-01-2023,,,,
External SSD,sale,3.0,5829.537588212082,3268.0,49.0,116.59075176424163,27-05-2023,,,,
Mechanical Keyboard,sale,3.0,1744.2158996099467,1332.0,41.0,34.88431799219894,19-12-2023,,,,
Webcam,sale,3.0,2366.4555759699465,1322.0,27.0,47.32911151939893,05-02-2023,,,,
Bluetooth Speaker,sale,4.0,3818.4343684739074,2191.0,20.0,76.36868736947815,20-09-2023,,,,
Gaming Monitor,sale,2.0,1908.0329552045926,1264.0,11.0,38.16065910409185,29-10-2023,,,,
Gaming Monitor,purchase,16.0,0.0,1723.0,103.0,0.0,17-04-2023,,,,
Ethernet Adapter,sale,4.0,3305.7014588127267,2111.0,14.0,66.11402917625453,17-02-2023,,,,
External SSD,sale,1.0,3491.6307397944565,2797.0,45.0,69.83261479588913,08-08-2023,,,,
Bluetooth Speaker,sale,2.0,8009.79275977304,4675.0,14.0,160.1958551954608,04-01-2023,,,,
Noise Cancelling Headphones,purchase,50.0,0.0,589.0,127.0,0.0,18-07-2023,,,,
Laptop Stand,purchase,77.0,0.0,1885.0,139.0,0.0,14-06-2023,,,,
Noise Cancelling Headphones,purchase,3.0,0.0,3213.0,13.0,0.0,02-04-2023,,,,
Ethernet Adapter,sale,2.0,3618.9545368552076,2294.0,9.0,72.37909073710415,22-09-2023,,,,
Bluetooth Speaker,sale,1.0,7929.407457222032,4984.0,38.0,158.58814914444062,07-05-2023,,,,
Webcam,purchase,96.0,0.0,1881.0,71.0,0.0,17-08-2023,,,,
Wireless Mouse,sale,3.0,4255.068278435932,3361.0,29.0,85.10136556871865,15-08-2023,,,,
Noise Cancelling Headphones,purchase,92.0,0.0,1616.0,129.0,0.0,04-12-2023,,,,
Gaming Monitor,sale,3.0,3515.237707767927,2494.0,27.0,70.30475415535854,17-06-2023,,,,
Laptop Stand,sale,3.0,1160.6675122526628,909.0,37.0,23.213350245053256,23-10-2023,,,,
Gaming Monitor,sale,4.0,3169.656116406073,2600.0,20.0,63.393122328121464,30-09-2023,,,,
USB-C Hub,sale,1.0,959.4559544700037,786.0,48.0,19.189119089400073,17-03-2023,,,,
Noise Cancelling Headphones,purchase,84.0,0.0,1023.0,54.0,0.0,21-06-2023,,,,
Bluetooth Speaker,purchase,65.0,0.0,3744.0,134.0,0.0,22-04-2023,,,,
Ethernet Adapter,purchase,27.0,0.0,1470.0,47.0,0.0,08-09-2023,,,,
Bluetooth Speaker,sale,3.0,5121.7670869972835,3169.0,40.0,102.43534173994567,16-05-2023,,,,
Bluetooth Speaker,sale,2.0,3479.62798939134,2216.0,40.0,69.5925597878268,19-10-2023,,,,
USB-C Hub,sale,3.0,788.2209241887888,560.0,33.0,15.764418483775776,10-09-2023,,,,
Mechanical Keyboard,purchase,14.0,0.0,4258.0,113.0,0.0,28-01-2023,,,,
Gaming Monitor,purchase,44.0,0.0,620.0,23.0,0.0,20-04-2023,,,,
Gaming Monitor,sale,1.0,2836.191681521971,1894.0,11.0,56.72383363043942,23-10-2023,,,,
Wireless Mouse,sale,3.0,4635.918405214914,2694.0,26.0,92.71836810429828,29-07-2023,,,,
Bluetooth Speaker,purchase,19.0,0.0,4140.0,147.0,0.0,20-10-2023,,,,
Bluetooth Speaker,purchase,46.0,0.0,3244.0,34.0,0.0,08-07-2023,,,,
Bluetooth Speaker,purchase,57.0,0.0,2167.0,40.0,0.0,21-07-2023,,,,
Laptop Stand,sale,1.0,2837.96671948313,1969.0,38.0,56.7593343896626,27-05-2023,,,,
Mechanical Keyboard,purchase,20.0,0.0,1505.0,102.0,0.0,06-08-2023,,,,
Wireless Mouse,sale,4.0,3907.9814181663664,2395.0,38.0,78.15962836332733,28-04-2023,,,,
Wireless Mouse,sale,1.0,3768.613828971275,2947.0,18.0,75.3722765794255,07-05-2023,,,,
External SSD,sale,3.0,2445.9507845421585,1801.0,17.0,48.919015690843175,02-11-2023,,,,
Webcam,purchase,96.0,0.0,1284.0,116.0,0.0,14-08-2023,,,,
External SSD,purchase,17.0,0.0,2206.0,92.0,0.0,21-08-2023,,,,
External SSD,purchase,52.0,0.0,3618.0,108.0,0.0,04-12-2023,,,,
External SSD,sale,3.0,3782.575032095324,3091.0,5.0,75.65150064190648,24-12-2023,,,,
Mechanical Keyboard,sale,1.0,6713.3530343999955,4766.0,10.0,134.2670606879999,14-09-2023,,,,
Wireless Mouse,sale,1.0,3986.70450743787,3322.0,40.0,79.7340901487574,03-12-2023,,,,
Laptop Stand,sale,2.0,7155.748659037421,4639.0,41.0,143.11497318074842,22-05-2023,,,,
Ethernet Adapter,sale,2.0,4463.4941056801235,2691.0,12.0,89.26988211360248,10-10-2023,,,,
Wireless Mouse,sale,3.0,2523.8952007495795,1728.0,32.0,50.477904014991594,12-09-2023,,,,
Laptop Stand,sale,2.0,2554.8569688718976,1669.0,24.0,51.097139377437955,24-12-2023,,,,
Wireless Mouse,purchase,3.0,0.0,1845.0,54.0,0.0,25-02-2023,,,,
USB-C Hub,sale,1.0,4876.057159764416,2958.0,24.0,97.52114319528832,10-11-2023,,,,
Ethernet Adapter,purchase,86.0,0.0,2906.0,111.0,0.0,20-04-2023,,,,
Laptop Stand,sale,4.0,7605.004118234935,4351.0,12.0,152.1000823646987,04-10-2023,,,,
External SSD,purchase,81.0,0.0,3966.0,119.0,0.0,12-09-2023,,,,
Noise Cancelling Headphones,sale,4.0,6534.211461003431,4118.0,14.0,130.68422922006863,09-07-2023,,,,
External SSD,sale,3.0,3791.107533392091,2447.0,25.0,75.82215066784183,10-09-2023,,,,
USB-C Hub,purchase,72.0,0.0,4807.0,76.0,0.0,04-06-2023,,,,
USB-C Hub,sale,3.0,4054.476619504395,2983.0,41.0,81.0895323900879,18-12-2023,,,,
Webcam,sale,2.0,2260.5591705156594,1647.0,32.0,45.21118341031319,12-06-2023,,,,
Mechanical Keyboard,purchase,74.0,0.0,3360.0,30.0,0.0,03-09-2023,,,,
Noise Cancelling Headphones,sale,1.0,4840.714677016233,2891.0,16.0,96.81429354032466,15-07-2023,,,,
Gaming Monitor,sale,1.0,2068.1689221448823,1206.0,8.0,41.36337844289765,05-12-2023,,,,
Webcam,sale,2.0,4872.783828422195,2971.0,13.0,97.4556765684439,31-05-2023,,,,
Ethernet Adapter,sale,1.0,5748.489412114623,3257.0,26.0,114.96978824229245,24-10-2023,,,,
Mechanical Keyboard,sale,1.0,5510.092117734714,3973.0,17.0,110.20184235469428,22-04-2023,,,,
Laptop Stand,sale,3.0,2202.101338653688,1811.0,29.0,44.04202677307376,28-02-2023,,,,
Wireless Mouse,sale,1.0,4340.19662051187,2989.0,42.0,86.8039324102374,11-02-2023,,,,
Webcam,sale,4.0,4315.411043738397,2539.0,48.0,86.30822087476794,18-02-2023,,,,
USB-C Hub,sale,3.0,5988.692464662286,3480.0,39.0,119.77384929324572,19-05-2023,,,,
Wireless Mouse,sale,4.0,2499.750013420456,1663.0,24.0,49.99500026840912,18-01-2023,,,,
Mechanical Keyboard,sale,4.0,2845.402086487276,1916.0,9.0,56.90804172974552,24-12-2023,,,,
Laptop Stand,sale,2.0,1276.809263201014,805.0,49.0,25.53618526402028,06-12-2023,,,,
Bluetooth Speaker,purchase,80.0,0.0,4474.0,58.0,0.0,01-10-2023,,,,
Laptop Stand,purchase,50.0,0.0,4993.0,102.0,0.0,01-01-2023,,,,
External SSD,sale,4.0,2750.308321595162,1953.0,48.0,55.00616643190324,26-06-2023,,,,
Laptop Stand,sale,1.0,7880.468031104271,4687.0,16.0,157.60936062208543,15-08-2023,,,,
Bluetooth Speaker,sale,1.0,5210.876609975399,2993.0,16.0,104.21753219950799,13-09-2023,,,,
Noise Cancelling Headphones,sale,2.0,4610.891713634071,3677.0,36.0,92.21783427268142,14-07-2023,,,,
Wireless Mouse,sale,1.0,5140.442507301566,3394.0,18.0,102.80885014603133,19-12-2023,,,,
Noise Cancelling Headphones,purchase,27.0,0.0,1919.0,46.0,0.0,09-12-2023,,,,
Ethernet Adapter,sale,1.0,4927.69648495367,3531.0,38.0,98.5539296990734,23-10-2023,,,,
Webcam,purchase,23.0,0.0,3538.0,37.0,0.0,26-08-2023,,,,
Wireless Mouse,sale,1.0,6127.4945062551,3817.0,20.0,122.549890125102,12-12-2023,,,,
External SSD,purchase,27.0,0.0,932.0,102.0,0.0,14-12-2023,,,,
Gaming Monitor,purchase,72.0,0.0,1945.0,142.0,0.0,25-06-2023,,,,
Webcam,sale,4.0,2039.332923289999,1532.0,40.0,40.78665846579998,16-04-2023,,,,
Mechanical Keyboard,purchase,82.0,0.0,1547.0,91.0,0.0,23-04-2023,,,,
Noise Cancelling Headphones,sale,1.0,5016.703159014647,3440.0,24.0,100.33406318029294,04-03-2023,,,,
Ethernet Adapter,sale,3.0,6180.284206113144,4659.0,26.0,123.60568412226289,11-11-2023,,,,
External SSD,sale,3.0,7744.03188969754,4642.0,21.0,154.8806377939508,29-05-2023,,,,
Gaming Monitor,purchase,76.0,0.0,4481.0,132.0,0.0,01-07-2023,,,,
Bluetooth Speaker,purchase,37.0,0.0,3454.0,38.0,0.0,24-05-2023,,,,
Noise Cancelling Headphones,sale,1.0,6246.692394737169,3984.0,31.0,124.93384789474338,03-02-2023,,,,
Wireless Mouse,sale,4.0,2515.9402438712937,1894.0,18.0,50.318804877425876,22-09-2023,,,,
Mechanical Keyboard,purchase,25.0,0.0,3990.0,26.0,0.0,24-03-2023,,,,
Noise Cancelling Headphones,purchase,68.0,0.0,4683.0,40.0,0.0,11-09-2023,,,,
Webcam,sale,1.0,4531.364190850214,3462.0,25.0,90.62728381700428,09-12-2023,,,,
Noise Cancelling Headphones,purchase,84.0,0.0,2254.0,145.0,0.0,06-05-2023,,,,
Bluetooth Speaker,sale,4.0,3983.587690314654,2258.0,20.0,79.67175380629308,27-11-2023,,,,
Ethernet Adapter,sale,1.0,4282.701706219908,2915.0,5.0,85.65403412439817,06-10-2023,,,,
Laptop Stand,sale,4.0,2302.0433344297453,1627.0,21.0,46.04086668859491,03-03-2023,,,,
Gaming Monitor,sale,4.0,8184.775680148053,4938.0,38.0,163.69551360296106,20-11-2023,,,,
USB-C Hub,sale,1.0,914.0674258090853,705.0,40.0,18.281348516181705,10-10-2023,,,,
Laptop Stand,sale,2.0,1518.341589433959,852.0,39.0,30.36683178867918,26-05-2023,,,,
Gaming Monitor,sale,2.0,7010.68316269348,4477.0,44.0,140.2136632538696,04-04-2023,,,,
Noise Cancelling Headphones,purchase,77.0,0.0,2784.0,48.0,0.0,10-02-2023,,,,
Ethernet Adapter,purchase,46.0,0.0,2015.0,70.0,0.0,28-12-2023,,,,
Wireless Mouse,purchase,85.0,0.0,3372.0,46.0,0.0,27-12-2023,,,,
Ethernet Adapter,sale,3.0,3252.115241605153,2702.0,9.0,65.04230483210307,31-10-2023,,,,
Wireless Mouse,sale,2.0,3542.5420757794373,2172.0,33.0,70.85084151558874,23-02-2023,,,,
Noise Cancelling Headphones,sale,1.0,711.581868812908,519.0,18.0,14.231637376258162,30-12-2023,,,,
Noise Cancelling Headphones,sale,1.0,3277.4361810687174,2722.0,16.0,65.54872362137435,17-11-2023,,,,
Webcam,purchase,23.0,0.0,3003.0,11.0,0.0,23-07-2023,,,,
Webcam,sale,3.0,4176.229361945164,2495.0,25.0,83.52458723890328,03-07-2023,,,,
External SSD,sale,1.0,3236.0989319054615,2248.0,39.0,64.72197863810923,22-04-2023,,,,
USB-C Hub,sale,4.0,2271.831205049537,1333.0,38.0,45.43662410099074,15-04-2023,,,,
Laptop Stand,sale,4.0,8496.035064992135,4973.0,8.0,169.9207012998427,23-11-2023,,,,
Gaming Monitor,purchase,65.0,0.0,2928.0,64.0,0.0,14-12-2023,,,,
Mechanical Keyboard,sale,2.0,1963.3207073546691,1152.0,35.0,39.266414147093386,25-10-2023,,,,
Webcam,sale,2.0,5179.520923995358,4128.0,27.0,103.59041847990717,27-06-2023,,,,
Gaming Monitor,sale,3.0,4213.0857432284965,3329.0,7.0,84.26171486456994,24-10-2023,,,,
Laptop Stand,purchase,18.0,0.0,1847.0,110.0,0.0,10-10-2023,,,,
External SSD,purchase,96.0,0.0,1002.0,135.0,0.0,16-01-2023,,,,
USB-C Hub,purchase,22.0,0.0,1597.0,128.0,0.0,06-08-2023,,,,
